I am  nid00690 rank 0 (total 192)
total of 1545 tasks
/global/u2/h/huikong/obiwan_codes/obiwan_Aug/obiwan_code/py/obiwan/Drones/obiwan_analysis/preprocess/collect/collect.py:484: RuntimeWarning: divide by zero encountered in log10
  r_mag = 22.5 - 2.5 * n.log10(tractor['decam_flux'][:,2] / tractor['decam_mw_transmission'][:,2])
/global/u2/h/huikong/obiwan_codes/obiwan_Aug/obiwan_code/py/obiwan/Drones/obiwan_analysis/preprocess/collect/collect.py:484: RuntimeWarning: invalid value encountered in log10
/global/u2/h/huikong/obiwan_codes/obiwan_Aug/obiwan_code/py/obiwan/Drones/obiwan_analysis/preprocess/collect/collect.py:483: RuntimeWarning: divide by zero encountered in log10
  g     = 22.5 - 2.5 * n.log10(tractor['decam_flux'][:,1] / tractor['decam_mw_transmission'][:,1])
/global/u2/h/huikong/obiwan_codes/obiwan_Aug/obiwan_code/py/obiwan/Drones/obiwan_analysis/preprocess/collect/collect.py:483: RuntimeWarning: invalid value encountered in log10
  g     = 22.5 - 2.5 * n.log10(tractor['decam_flux'][:,1] / tractor['decam_mw_transmission'][:,1])
/global/u2/h/huikong/obiwan_codes/obiwan_Aug/obiwan_code/py/obiwan/Drones/obiwan_analysis/preprocess/collect/collect.py:484: RuntimeWarning: divide by zero encountered in log10
  r_mag = 22.5 - 2.5 * n.log10(tractor['decam_flux'][:,2] / tractor['decam_mw_transmission'][:,2])
/global/u2/h/huikong/obiwan_codes/obiwan_Aug/obiwan_code/py/obiwan/Drones/obiwan_analysis/preprocess/collect/collect.py:484: RuntimeWarning: invalid value encountered in log10
  color_ngc = (g>21.0)&(g<23.2)  &(-0.068*rz+0.457<gr+0.3)&(gr-0.2< 0.112*rz+0.773) &(0.637*gr+0.399<rz+0.3)&(rz-0.3<-0.555*gr+1.901)
/global/u2/h/huikong/obiwan_codes/obiwan_Aug/obiwan_code/py/obiwan/Drones/obiwan_analysis/preprocess/collect/collect.py:489: RuntimeWarning: invalid value encountered in less
  color_ngc = (g>21.0)&(g<23.2)  &(-0.068*rz+0.457<gr+0.3)&(gr-0.2< 0.112*rz+0.773) &(0.637*gr+0.399<rz+0.3)&(rz-0.3<-0.555*gr+1.901)
/global/u2/h/huikong/obiwan_codes/obiwan_Aug/obiwan_code/py/obiwan/Drones/obiwan_analysis/preprocess/collect/collect.py:483: RuntimeWarning: divide by zero encountered in log10
  g     = 22.5 - 2.5 * n.log10(tractor['decam_flux'][:,1] / tractor['decam_mw_transmission'][:,1])
/global/u2/h/huikong/obiwan_codes/obiwan_Aug/obiwan_code/py/obiwan/Drones/obiwan_analysis/preprocess/collect/collect.py:484: RuntimeWarning: divide by zero encountered in log10
  r_mag = 22.5 - 2.5 * n.log10(tractor['decam_flux'][:,2] / tractor['decam_mw_transmission'][:,2])
  color_ngc = (g>21.0)&(g<23.2)  &(-0.068*rz+0.457<gr+0.3)&(gr-0.2< 0.112*rz+0.773) &(0.637*gr+0.399<rz+0.3)&(rz-0.3<-0.555*gr+1.901)
/global/u2/h/huikong/obiwan_codes/obiwan_Aug/obiwan_code/py/obiwan/Drones/obiwan_analysis/preprocess/collect/collect.py:483: RuntimeWarning: divide by zero encountered in log10
  g     = 22.5 - 2.5 * n.log10(tractor['decam_flux'][:,1] / tractor['decam_mw_transmission'][:,1])
/global/u2/h/huikong/obiwan_codes/obiwan_Aug/obiwan_code/py/obiwan/Drones/obiwan_analysis/preprocess/collect/collect.py:484: RuntimeWarning: divide by zero encountered in log10
  r_mag = 22.5 - 2.5 * n.log10(tractor['decam_flux'][:,2] / tractor['decam_mw_transmission'][:,2])
  r_mag = 22.5 - 2.5 * n.log10(tractor['decam_flux'][:,2] / tractor['decam_mw_transmission'][:,2])
/global/u2/h/huikong/obiwan_codes/obiwan_Aug/obiwan_code/py/obiwan/Drones/obiwan_analysis/preprocess/collect/collect.py:485: RuntimeWarning: divide by zero encountered in log10
  z_mag = 22.5 - 2.5 * n.log10(tractor['decam_flux'][:,4] / tractor['decam_mw_transmission'][:,4])
/global/u2/h/huikong/obiwan_codes/obiwan_Aug/obiwan_code/py/obiwan/Drones/obiwan_analysis/preprocess/collect/collect.py:485: RuntimeWarning: invalid value encountered in log10
  z_mag = 22.5 - 2.5 * n.log10(tractor['decam_flux'][:,4] / tractor['decam_mw_transmission'][:,4])
/global/u2/h/huikong/obiwan_codes/obiwan_Aug/obiwan_code/py/obiwan/Drones/obiwan_analysis/preprocess/collect/collect.py:486: RuntimeWarning: invalid value encountered in subtract
  gr = g - r_mag
  r_mag = 22.5 - 2.5 * n.log10(tractor['decam_flux'][:,2] / tractor['decam_mw_transmission'][:,2])
/global/u2/h/huikong/obiwan_codes/obiwan_Aug/obiwan_code/py/obiwan/Drones/obiwan_analysis/preprocess/collect/collect.py:485: RuntimeWarning: divide by zero encountered in log10
  z_mag = 22.5 - 2.5 * n.log10(tractor['decam_flux'][:,4] / tractor['decam_mw_transmission'][:,4])
/global/u2/h/huikong/obiwan_codes/obiwan_Aug/obiwan_code/py/obiwan/Drones/obiwan_analysis/preprocess/collect/collect.py:485: RuntimeWarning: invalid value encountered in log10
  z_mag = 22.5 - 2.5 * n.log10(tractor['decam_flux'][:,4] / tractor['decam_mw_transmission'][:,4])
/global/u2/h/huikong/obiwan_codes/obiwan_Aug/obiwan_code/py/obiwan/Drones/obiwan_analysis/preprocess/collect/collect.py:488: RuntimeWarning: invalid value encountered in greater
  color_sgc = (g>21.0)&(g<23.2)&(-0.068*rz+0.457<gr+0.3)&(0.112*rz+0.773>gr-0.2) &(0.218*gr+0.571<rz+0.3)&(rz-0.3<-0.555*gr+1.901)
/global/u2/h/huikong/obiwan_codes/obiwan_Aug/obiwan_code/py/obiwan/Drones/obiwan_analysis/preprocess/collect/collect.py:483: RuntimeWarning: invalid value encountered in log10
  g     = 22.5 - 2.5 * n.log10(tractor['decam_flux'][:,1] / tractor['decam_mw_transmission'][:,1])
/global/u2/h/huikong/obiwan_codes/obiwan_Aug/obiwan_code/py/obiwan/Drones/obiwan_analysis/preprocess/collect/collect.py:484: RuntimeWarning: invalid value encountered in log10
  r_mag = 22.5 - 2.5 * n.log10(tractor['decam_flux'][:,2] / tractor['decam_mw_transmission'][:,2])
/global/u2/h/huikong/obiwan_codes/obiwan_Aug/obiwan_code/py/obiwan/Drones/obiwan_analysis/preprocess/collect/collect.py:485: RuntimeWarning: invalid value encountered in log10
  z_mag = 22.5 - 2.5 * n.log10(tractor['decam_flux'][:,4] / tractor['decam_mw_transmission'][:,4])
/global/u2/h/huikong/obiwan_codes/obiwan_Aug/obiwan_code/py/obiwan/Drones/obiwan_analysis/preprocess/collect/collect.py:488: RuntimeWarning: invalid value encountered in greater
/global/u2/h/huikong/obiwan_codes/obiwan_Aug/obiwan_code/py/obiwan/Drones/obiwan_analysis/preprocess/collect/collect.py:483: RuntimeWarning: invalid value encountered in log10
  g     = 22.5 - 2.5 * n.log10(tractor['decam_flux'][:,1] / tractor['decam_mw_transmission'][:,1])
/global/u2/h/huikong/obiwan_codes/obiwan_Aug/obiwan_code/py/obiwan/Drones/obiwan_analysis/preprocess/collect/collect.py:484: RuntimeWarning: invalid value encountered in log10
  r_mag = 22.5 - 2.5 * n.log10(tractor['decam_flux'][:,2] / tractor['decam_mw_transmission'][:,2])
/global/u2/h/huikong/obiwan_codes/obiwan_Aug/obiwan_code/py/obiwan/Drones/obiwan_analysis/preprocess/collect/collect.py:485: RuntimeWarning: invalid value encountered in log10
  z_mag = 22.5 - 2.5 * n.log10(tractor['decam_flux'][:,4] / tractor['decam_mw_transmission'][:,4])
/global/u2/h/huikong/obiwan_codes/obiwan_Aug/obiwan_code/py/obiwan/Drones/obiwan_analysis/preprocess/collect/collect.py:488: RuntimeWarning: invalid value encountered in greater
/global/u2/h/huikong/obiwan_codes/obiwan_Aug/obiwan_code/py/obiwan/Drones/obiwan_analysis/preprocess/collect/collect.py:486: RuntimeWarning: invalid value encountered in subtract
  gr = g - r_mag
/global/u2/h/huikong/obiwan_codes/obiwan_Aug/obiwan_code/py/obiwan/Drones/obiwan_analysis/preprocess/collect/collect.py:487: RuntimeWarning: invalid value encountered in subtract
  rz = r_mag - z_mag
/global/u2/h/huikong/obiwan_codes/obiwan_Aug/obiwan_code/py/obiwan/Drones/obiwan_analysis/preprocess/collect/collect.py:487: RuntimeWarning: invalid value encountered in subtract
  rz = r_mag - z_mag
/global/u2/h/huikong/obiwan_codes/obiwan_Aug/obiwan_code/py/obiwan/Drones/obiwan_analysis/preprocess/collect/collect.py:488: RuntimeWarning: invalid value encountered in greater
  color_sgc = (g>21.0)&(g<23.2)&(-0.068*rz+0.457<gr+0.3)&(0.112*rz+0.773>gr-0.2) &(0.218*gr+0.571<rz+0.3)&(rz-0.3<-0.555*gr+1.901)
/global/u2/h/huikong/obiwan_codes/obiwan_Aug/obiwan_code/py/obiwan/Drones/obiwan_analysis/preprocess/collect/collect.py:488: RuntimeWarning: invalid value encountered in less
  color_sgc = (g>21.0)&(g<23.2)&(-0.068*rz+0.457<gr+0.3)&(0.112*rz+0.773>gr-0.2) &(0.218*gr+0.571<rz+0.3)&(rz-0.3<-0.555*gr+1.901)
/global/u2/h/huikong/obiwan_codes/obiwan_Aug/obiwan_code/py/obiwan/Drones/obiwan_analysis/preprocess/collect/collect.py:489: RuntimeWarning: invalid value encountered in greater
/global/u2/h/huikong/obiwan_codes/obiwan_Aug/obiwan_code/py/obiwan/Drones/obiwan_analysis/preprocess/collect/collect.py:488: RuntimeWarning: invalid value encountered in less
  color_sgc = (g>21.0)&(g<23.2)&(-0.068*rz+0.457<gr+0.3)&(0.112*rz+0.773>gr-0.2) &(0.218*gr+0.571<rz+0.3)&(rz-0.3<-0.555*gr+1.901)
/global/u2/h/huikong/obiwan_codes/obiwan_Aug/obiwan_code/py/obiwan/Drones/obiwan_analysis/preprocess/collect/collect.py:489: RuntimeWarning: invalid value encountered in greater
  color_ngc = (g>21.0)&(g<23.2)  &(-0.068*rz+0.457<gr+0.3)&(gr-0.2< 0.112*rz+0.773) &(0.637*gr+0.399<rz+0.3)&(rz-0.3<-0.555*gr+1.901)
/global/u2/h/huikong/obiwan_codes/obiwan_Aug/obiwan_code/py/obiwan/Drones/obiwan_analysis/preprocess/collect/collect.py:489: RuntimeWarning: invalid value encountered in less
  color_ngc = (g>21.0)&(g<23.2)  &(-0.068*rz+0.457<gr+0.3)&(gr-0.2< 0.112*rz+0.773) &(0.637*gr+0.399<rz+0.3)&(rz-0.3<-0.555*gr+1.901)
  color_sgc = (g>21.0)&(g<23.2)&(-0.068*rz+0.457<gr+0.3)&(0.112*rz+0.773>gr-0.2) &(0.218*gr+0.571<rz+0.3)&(rz-0.3<-0.555*gr+1.901)
/global/u2/h/huikong/obiwan_codes/obiwan_Aug/obiwan_code/py/obiwan/Drones/obiwan_analysis/preprocess/collect/collect.py:488: RuntimeWarning: invalid value encountered in less
  color_sgc = (g>21.0)&(g<23.2)&(-0.068*rz+0.457<gr+0.3)&(0.112*rz+0.773>gr-0.2) &(0.218*gr+0.571<rz+0.3)&(rz-0.3<-0.555*gr+1.901)
/global/u2/h/huikong/obiwan_codes/obiwan_Aug/obiwan_code/py/obiwan/Drones/obiwan_analysis/preprocess/collect/collect.py:489: RuntimeWarning: invalid value encountered in greater
  color_ngc = (g>21.0)&(g<23.2)  &(-0.068*rz+0.457<gr+0.3)&(gr-0.2< 0.112*rz+0.773) &(0.637*gr+0.399<rz+0.3)&(rz-0.3<-0.555*gr+1.901)
/global/u2/h/huikong/obiwan_codes/obiwan_Aug/obiwan_code/py/obiwan/Drones/obiwan_analysis/preprocess/collect/collect.py:489: RuntimeWarning: invalid value encountered in less
  color_sgc = (g>21.0)&(g<23.2)&(-0.068*rz+0.457<gr+0.3)&(0.112*rz+0.773>gr-0.2) &(0.218*gr+0.571<rz+0.3)&(rz-0.3<-0.555*gr+1.901)
/global/u2/h/huikong/obiwan_codes/obiwan_Aug/obiwan_code/py/obiwan/Drones/obiwan_analysis/preprocess/collect/collect.py:488: RuntimeWarning: invalid value encountered in less
  color_sgc = (g>21.0)&(g<23.2)&(-0.068*rz+0.457<gr+0.3)&(0.112*rz+0.773>gr-0.2) &(0.218*gr+0.571<rz+0.3)&(rz-0.3<-0.555*gr+1.901)
/global/u2/h/huikong/obiwan_codes/obiwan_Aug/obiwan_code/py/obiwan/Drones/obiwan_analysis/preprocess/collect/collect.py:489: RuntimeWarning: invalid value encountered in greater
  color_ngc = (g>21.0)&(g<23.2)  &(-0.068*rz+0.457<gr+0.3)&(gr-0.2< 0.112*rz+0.773) &(0.637*gr+0.399<rz+0.3)&(rz-0.3<-0.555*gr+1.901)
/global/u2/h/huikong/obiwan_codes/obiwan_Aug/obiwan_code/py/obiwan/Drones/obiwan_analysis/preprocess/collect/collect.py:489: RuntimeWarning: invalid value encountered in less
/global/u2/h/huikong/obiwan_codes/obiwan_Aug/obiwan_code/py/obiwan/Drones/obiwan_analysis/preprocess/collect/collect.py:483: RuntimeWarning: divide by zero encountered in log10
  g     = 22.5 - 2.5 * n.log10(tractor['decam_flux'][:,1] / tractor['decam_mw_transmission'][:,1])
/global/u2/h/huikong/obiwan_codes/obiwan_Aug/obiwan_code/py/obiwan/Drones/obiwan_analysis/preprocess/collect/collect.py:483: RuntimeWarning: invalid value encountered in log10
  g     = 22.5 - 2.5 * n.log10(tractor['decam_flux'][:,1] / tractor['decam_mw_transmission'][:,1])
/global/u2/h/huikong/obiwan_codes/obiwan_Aug/obiwan_code/py/obiwan/Drones/obiwan_analysis/preprocess/collect/collect.py:484: RuntimeWarning: divide by zero encountered in log10
  r_mag = 22.5 - 2.5 * n.log10(tractor['decam_flux'][:,2] / tractor['decam_mw_transmission'][:,2])
/global/u2/h/huikong/obiwan_codes/obiwan_Aug/obiwan_code/py/obiwan/Drones/obiwan_analysis/preprocess/collect/collect.py:484: RuntimeWarning: invalid value encountered in log10
  color_ngc = (g>21.0)&(g<23.2)  &(-0.068*rz+0.457<gr+0.3)&(gr-0.2< 0.112*rz+0.773) &(0.637*gr+0.399<rz+0.3)&(rz-0.3<-0.555*gr+1.901)
/global/u2/h/huikong/obiwan_codes/obiwan_Aug/obiwan_code/py/obiwan/Drones/obiwan_analysis/preprocess/collect/collect.py:489: RuntimeWarning: invalid value encountered in less
  color_ngc = (g>21.0)&(g<23.2)  &(-0.068*rz+0.457<gr+0.3)&(gr-0.2< 0.112*rz+0.773) &(0.637*gr+0.399<rz+0.3)&(rz-0.3<-0.555*gr+1.901)
/global/u2/h/huikong/obiwan_codes/obiwan_Aug/obiwan_code/py/obiwan/Drones/obiwan_analysis/preprocess/collect/collect.py:487: RuntimeWarning: invalid value encountered in subtract
  rz = r_mag - z_mag
  color_ngc = (g>21.0)&(g<23.2)  &(-0.068*rz+0.457<gr+0.3)&(gr-0.2< 0.112*rz+0.773) &(0.637*gr+0.399<rz+0.3)&(rz-0.3<-0.555*gr+1.901)
/global/u2/h/huikong/obiwan_codes/obiwan_Aug/obiwan_code/py/obiwan/Drones/obiwan_analysis/preprocess/collect/collect.py:485: RuntimeWarning: divide by zero encountered in log10
  z_mag = 22.5 - 2.5 * n.log10(tractor['decam_flux'][:,4] / tractor['decam_mw_transmission'][:,4])
/global/u2/h/huikong/obiwan_codes/obiwan_Aug/obiwan_code/py/obiwan/Drones/obiwan_analysis/preprocess/collect/collect.py:484: RuntimeWarning: divide by zero encountered in log10
  r_mag = 22.5 - 2.5 * n.log10(tractor['decam_flux'][:,2] / tractor['decam_mw_transmission'][:,2])
/global/u2/h/huikong/obiwan_codes/obiwan_Aug/obiwan_code/py/obiwan/Drones/obiwan_analysis/preprocess/collect/collect.py:487: RuntimeWarning: invalid value encountered in subtract
  rz = r_mag - z_mag
  color_ngc = (g>21.0)&(g<23.2)  &(-0.068*rz+0.457<gr+0.3)&(gr-0.2< 0.112*rz+0.773) &(0.637*gr+0.399<rz+0.3)&(rz-0.3<-0.555*gr+1.901)
/global/u2/h/huikong/obiwan_codes/obiwan_Aug/obiwan_code/py/obiwan/Drones/obiwan_analysis/preprocess/collect/collect.py:483: RuntimeWarning: divide by zero encountered in log10
  g     = 22.5 - 2.5 * n.log10(tractor['decam_flux'][:,1] / tractor['decam_mw_transmission'][:,1])
/global/u2/h/huikong/obiwan_codes/obiwan_Aug/obiwan_code/py/obiwan/Drones/obiwan_analysis/preprocess/collect/collect.py:483: RuntimeWarning: invalid value encountered in log10
  g     = 22.5 - 2.5 * n.log10(tractor['decam_flux'][:,1] / tractor['decam_mw_transmission'][:,1])
/global/u2/h/huikong/obiwan_codes/obiwan_Aug/obiwan_code/py/obiwan/Drones/obiwan_analysis/preprocess/collect/collect.py:484: RuntimeWarning: invalid value encountered in log10
  r_mag = 22.5 - 2.5 * n.log10(tractor['decam_flux'][:,2] / tractor['decam_mw_transmission'][:,2])
/global/u2/h/huikong/obiwan_codes/obiwan_Aug/obiwan_code/py/obiwan/Drones/obiwan_analysis/preprocess/collect/collect.py:485: RuntimeWarning: invalid value encountered in log10
  z_mag = 22.5 - 2.5 * n.log10(tractor['decam_flux'][:,4] / tractor['decam_mw_transmission'][:,4])
/global/u2/h/huikong/obiwan_codes/obiwan_Aug/obiwan_code/py/obiwan/Drones/obiwan_analysis/preprocess/collect/collect.py:488: RuntimeWarning: invalid value encountered in greater
  r_mag = 22.5 - 2.5 * n.log10(tractor['decam_flux'][:,2] / tractor['decam_mw_transmission'][:,2])
/global/u2/h/huikong/obiwan_codes/obiwan_Aug/obiwan_code/py/obiwan/Drones/obiwan_analysis/preprocess/collect/collect.py:485: RuntimeWarning: divide by zero encountered in log10
  z_mag = 22.5 - 2.5 * n.log10(tractor['decam_flux'][:,4] / tractor['decam_mw_transmission'][:,4])
/global/u2/h/huikong/obiwan_codes/obiwan_Aug/obiwan_code/py/obiwan/Drones/obiwan_analysis/preprocess/collect/collect.py:485: RuntimeWarning: invalid value encountered in log10
  z_mag = 22.5 - 2.5 * n.log10(tractor['decam_flux'][:,4] / tractor['decam_mw_transmission'][:,4])
/global/u2/h/huikong/obiwan_codes/obiwan_Aug/obiwan_code/py/obiwan/Drones/obiwan_analysis/preprocess/collect/collect.py:488: RuntimeWarning: invalid value encountered in greater
  color_sgc = (g>21.0)&(g<23.2)&(-0.068*rz+0.457<gr+0.3)&(0.112*rz+0.773>gr-0.2) &(0.218*gr+0.571<rz+0.3)&(rz-0.3<-0.555*gr+1.901)
/global/u2/h/huikong/obiwan_codes/obiwan_Aug/obiwan_code/py/obiwan/Drones/obiwan_analysis/preprocess/collect/collect.py:483: RuntimeWarning: divide by zero encountered in log10
  g     = 22.5 - 2.5 * n.log10(tractor['decam_flux'][:,1] / tractor['decam_mw_transmission'][:,1])
/global/u2/h/huikong/obiwan_codes/obiwan_Aug/obiwan_code/py/obiwan/Drones/obiwan_analysis/preprocess/collect/collect.py:486: RuntimeWarning: invalid value encountered in subtract
  gr = g - r_mag
  color_sgc = (g>21.0)&(g<23.2)&(-0.068*rz+0.457<gr+0.3)&(0.112*rz+0.773>gr-0.2) &(0.218*gr+0.571<rz+0.3)&(rz-0.3<-0.555*gr+1.901)
/global/u2/h/huikong/obiwan_codes/obiwan_Aug/obiwan_code/py/obiwan/Drones/obiwan_analysis/preprocess/collect/collect.py:488: RuntimeWarning: invalid value encountered in less
  color_sgc = (g>21.0)&(g<23.2)&(-0.068*rz+0.457<gr+0.3)&(0.112*rz+0.773>gr-0.2) &(0.218*gr+0.571<rz+0.3)&(rz-0.3<-0.555*gr+1.901)
/global/u2/h/huikong/obiwan_codes/obiwan_Aug/obiwan_code/py/obiwan/Drones/obiwan_analysis/preprocess/collect/collect.py:489: RuntimeWarning: invalid value encountered in greater
  color_ngc = (g>21.0)&(g<23.2)  &(-0.068*rz+0.457<gr+0.3)&(gr-0.2< 0.112*rz+0.773) &(0.637*gr+0.399<rz+0.3)&(rz-0.3<-0.555*gr+1.901)
/global/u2/h/huikong/obiwan_codes/obiwan_Aug/obiwan_code/py/obiwan/Drones/obiwan_analysis/preprocess/collect/collect.py:489: RuntimeWarning: invalid value encountered in less
/global/u2/h/huikong/obiwan_codes/obiwan_Aug/obiwan_code/py/obiwan/Drones/obiwan_analysis/preprocess/collect/collect.py:488: RuntimeWarning: invalid value encountered in less
  color_sgc = (g>21.0)&(g<23.2)&(-0.068*rz+0.457<gr+0.3)&(0.112*rz+0.773>gr-0.2) &(0.218*gr+0.571<rz+0.3)&(rz-0.3<-0.555*gr+1.901)
/global/u2/h/huikong/obiwan_codes/obiwan_Aug/obiwan_code/py/obiwan/Drones/obiwan_analysis/preprocess/collect/collect.py:489: RuntimeWarning: invalid value encountered in greater
  color_ngc = (g>21.0)&(g<23.2)  &(-0.068*rz+0.457<gr+0.3)&(gr-0.2< 0.112*rz+0.773) &(0.637*gr+0.399<rz+0.3)&(rz-0.3<-0.555*gr+1.901)
/global/u2/h/huikong/obiwan_codes/obiwan_Aug/obiwan_code/py/obiwan/Drones/obiwan_analysis/preprocess/collect/collect.py:489: RuntimeWarning: invalid value encountered in less
  color_ngc = (g>21.0)&(g<23.2)  &(-0.068*rz+0.457<gr+0.3)&(gr-0.2< 0.112*rz+0.773) &(0.637*gr+0.399<rz+0.3)&(rz-0.3<-0.555*gr+1.901)
/global/u2/h/huikong/obiwan_codes/obiwan_Aug/obiwan_code/py/obiwan/Drones/obiwan_analysis/preprocess/collect/collect.py:483: RuntimeWarning: invalid value encountered in log10
  g     = 22.5 - 2.5 * n.log10(tractor['decam_flux'][:,1] / tractor['decam_mw_transmission'][:,1])
/global/u2/h/huikong/obiwan_codes/obiwan_Aug/obiwan_code/py/obiwan/Drones/obiwan_analysis/preprocess/collect/collect.py:484: RuntimeWarning: divide by zero encountered in log10
  r_mag = 22.5 - 2.5 * n.log10(tractor['decam_flux'][:,2] / tractor['decam_mw_transmission'][:,2])
/global/u2/h/huikong/obiwan_codes/obiwan_Aug/obiwan_code/py/obiwan/Drones/obiwan_analysis/preprocess/collect/collect.py:484: RuntimeWarning: invalid value encountered in log10
  r_mag = 22.5 - 2.5 * n.log10(tractor['decam_flux'][:,2] / tractor['decam_mw_transmission'][:,2])
/global/u2/h/huikong/obiwan_codes/obiwan_Aug/obiwan_code/py/obiwan/Drones/obiwan_analysis/preprocess/collect/collect.py:485: RuntimeWarning: divide by zero encountered in log10
/global/u2/h/huikong/obiwan_codes/obiwan_Aug/obiwan_code/py/obiwan/Drones/obiwan_analysis/preprocess/collect/collect.py:483: RuntimeWarning: invalid value encountered in log10
  g     = 22.5 - 2.5 * n.log10(tractor['decam_flux'][:,1] / tractor['decam_mw_transmission'][:,1])
/global/u2/h/huikong/obiwan_codes/obiwan_Aug/obiwan_code/py/obiwan/Drones/obiwan_analysis/preprocess/collect/collect.py:484: RuntimeWarning: divide by zero encountered in log10
  r_mag = 22.5 - 2.5 * n.log10(tractor['decam_flux'][:,2] / tractor['decam_mw_transmission'][:,2])
/global/u2/h/huikong/obiwan_codes/obiwan_Aug/obiwan_code/py/obiwan/Drones/obiwan_analysis/preprocess/collect/collect.py:484: RuntimeWarning: invalid value encountered in log10
  r_mag = 22.5 - 2.5 * n.log10(tractor['decam_flux'][:,2] / tractor['decam_mw_transmission'][:,2])
/global/u2/h/huikong/obiwan_codes/obiwan_Aug/obiwan_code/py/obiwan/Drones/obiwan_analysis/preprocess/collect/collect.py:485: RuntimeWarning: invalid value encountered in log10
/global/u2/h/huikong/obiwan_codes/obiwan_Aug/obiwan_code/py/obiwan/Drones/obiwan_analysis/preprocess/collect/collect.py:483: RuntimeWarning: divide by zero encountered in log10
  g     = 22.5 - 2.5 * n.log10(tractor['decam_flux'][:,1] / tractor['decam_mw_transmission'][:,1])
/global/u2/h/huikong/obiwan_codes/obiwan_Aug/obiwan_code/py/obiwan/Drones/obiwan_analysis/preprocess/collect/collect.py:483: RuntimeWarning: invalid value encountered in log10
  g     = 22.5 - 2.5 * n.log10(tractor['decam_flux'][:,1] / tractor['decam_mw_transmission'][:,1])
/global/u2/h/huikong/obiwan_codes/obiwan_Aug/obiwan_code/py/obiwan/Drones/obiwan_analysis/preprocess/collect/collect.py:484: RuntimeWarning: invalid value encountered in log10
  r_mag = 22.5 - 2.5 * n.log10(tractor['decam_flux'][:,2] / tractor['decam_mw_transmission'][:,2])
/global/u2/h/huikong/obiwan_codes/obiwan_Aug/obiwan_code/py/obiwan/Drones/obiwan_analysis/preprocess/collect/collect.py:485: RuntimeWarning: invalid value encountered in log10
  color_ngc = (g>21.0)&(g<23.2)  &(-0.068*rz+0.457<gr+0.3)&(gr-0.2< 0.112*rz+0.773) &(0.637*gr+0.399<rz+0.3)&(rz-0.3<-0.555*gr+1.901)
/global/u2/h/huikong/obiwan_codes/obiwan_Aug/obiwan_code/py/obiwan/Drones/obiwan_analysis/preprocess/collect/collect.py:485: RuntimeWarning: divide by zero encountered in log10
  z_mag = 22.5 - 2.5 * n.log10(tractor['decam_flux'][:,4] / tractor['decam_mw_transmission'][:,4])
/global/u2/h/huikong/obiwan_codes/obiwan_Aug/obiwan_code/py/obiwan/Drones/obiwan_analysis/preprocess/collect/collect.py:486: RuntimeWarning: invalid value encountered in subtract
  gr = g - r_mag
/global/u2/h/huikong/obiwan_codes/obiwan_Aug/obiwan_code/py/obiwan/Drones/obiwan_analysis/preprocess/collect/collect.py:487: RuntimeWarning: invalid value encountered in subtract
  rz = r_mag - z_mag
  z_mag = 22.5 - 2.5 * n.log10(tractor['decam_flux'][:,4] / tractor['decam_mw_transmission'][:,4])
/global/u2/h/huikong/obiwan_codes/obiwan_Aug/obiwan_code/py/obiwan/Drones/obiwan_analysis/preprocess/collect/collect.py:485: RuntimeWarning: invalid value encountered in log10
  z_mag = 22.5 - 2.5 * n.log10(tractor['decam_flux'][:,4] / tractor['decam_mw_transmission'][:,4])
/global/u2/h/huikong/obiwan_codes/obiwan_Aug/obiwan_code/py/obiwan/Drones/obiwan_analysis/preprocess/collect/collect.py:487: RuntimeWarning: invalid value encountered in subtract
  rz = r_mag - z_mag
/global/u2/h/huikong/obiwan_codes/obiwan_Aug/obiwan_code/py/obiwan/Drones/obiwan_analysis/preprocess/collect/collect.py:488: RuntimeWarning: invalid value encountered in greater
  color_sgc = (g>21.0)&(g<23.2)&(-0.068*rz+0.457<gr+0.3)&(0.112*rz+0.773>gr-0.2) &(0.218*gr+0.571<rz+0.3)&(rz-0.3<-0.555*gr+1.901)
  z_mag = 22.5 - 2.5 * n.log10(tractor['decam_flux'][:,4] / tractor['decam_mw_transmission'][:,4])
/global/u2/h/huikong/obiwan_codes/obiwan_Aug/obiwan_code/py/obiwan/Drones/obiwan_analysis/preprocess/collect/collect.py:488: RuntimeWarning: invalid value encountered in greater
  color_sgc = (g>21.0)&(g<23.2)&(-0.068*rz+0.457<gr+0.3)&(0.112*rz+0.773>gr-0.2) &(0.218*gr+0.571<rz+0.3)&(rz-0.3<-0.555*gr+1.901)
/global/u2/h/huikong/obiwan_codes/obiwan_Aug/obiwan_code/py/obiwan/Drones/obiwan_analysis/preprocess/collect/collect.py:488: RuntimeWarning: invalid value encountered in less
  color_sgc = (g>21.0)&(g<23.2)&(-0.068*rz+0.457<gr+0.3)&(0.112*rz+0.773>gr-0.2) &(0.218*gr+0.571<rz+0.3)&(rz-0.3<-0.555*gr+1.901)
/global/u2/h/huikong/obiwan_codes/obiwan_Aug/obiwan_code/py/obiwan/Drones/obiwan_analysis/preprocess/collect/collect.py:489: RuntimeWarning: invalid value encountered in greater
/global/u2/h/huikong/obiwan_codes/obiwan_Aug/obiwan_code/py/obiwan/Drones/obiwan_analysis/preprocess/collect/collect.py:483: RuntimeWarning: divide by zero encountered in log10
